"Classification","Name","Translated","Forms","Target population","Target population Description","From Age","To Age","Age range","Age Unit","Age displayed","Male","Female","Sex","SSI","SSI Unit","Additional information related to SSI results","Scientific Opinion SSI LINK","AIs","AIs Unit","ARs","ARs Unit","ARs alt","ARs alt Unit","PRIs","PRIs Unit","RI","RI Unit","an","AUTHOR","Scientific Opinion on DRV","DOI","Scientific Opinion AR/PRI or AI or RI LINK","Additional information related to AR/PRI or AI or RI results","Additional information 2","Criteria used to set DRVs","UL","UL Unit","Scientific Opinion on the Tolerable Upper Intake Level ","Scientific Opinion UL LINK","Additional information related to UL results","Note for the webtool developer"
"Vitamins","Vitamin B6","Vitamine B6",,"Adultes","Adultes","18","999","18–99","y","≥ 18 ans","0","1","Femmes",,,,,"NA",,"1,3","mg/jour",,,"1,6","mg/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Dietary Reference Values for vitamin B6",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4485","Les valeurs portent sur la vitamine B6 sous forme de pyridoxine, pyridoxal, pyridoxamine et leurs formes phosphorylées.",,,"25","mg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Vitamins","Vitamin B6","Vitamine B6",,"Femmes enceintes","Femmes enceintes","18","60","18-60","y","≥ 18 ans","0","1","Femmes",,,,,"NA",,"1,5","mg/jour",,,"1,8","mg/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Dietary Reference Values for vitamin B6",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4485","Les valeurs portent sur la vitamine B6 sous forme de pyridoxine, pyridoxal, pyridoxamine et leurs formes phosphorylées.",,,"25","mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Vitamins","Vitamin B6","Vitamine B6",,"Femmes allaitantes","Femmes allaitantes","18","60","18-60","y","≥ 18 ans","0","1","Femmes",,,,,"NA",,"1,4","mg/jour",,,"1,7","mg/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Dietary Reference Values for vitamin B6",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4485","Les valeurs portent sur la vitamine B6 sous forme de pyridoxine, pyridoxal, pyridoxamine et leurs formes phosphorylées.",,,"25","mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Vitamins","Vitamin C","Vitamine C",,"Nourrissons","Nourrissons","7","11","7–11","mo","7-11 mois","1","1","Garçons/Filles",,,,,"NA",,"NA",,,,"20","mg/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for vitamin C",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3418","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Vitamins","Vitamin C","Vitamine C",,"Enfants","Enfants","1","3","1–3","y","1-3 ans","1","1","Garçons/Filles",,,,,"NA",,"15","mg/jour",,,"20","mg/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for vitamin C",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3418","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Vitamin C","Vitamine C",,"Enfants","Enfants","4","6","4–6","y","4-6 ans","1","1","Garçons/Filles",,,,,"NA",,"25","mg/jour",,,"30","mg/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for vitamin C",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3418","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Vitamin C","Vitamine C",,"Enfants","Enfants","7","10","7–10","y","7-10 ans","1","1","Garçons/Filles",,,,,"NA",,"40","mg/jour",,,"45","mg/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for vitamin C",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3418","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Vitamin C","Vitamine C",,"Enfants","Enfants","11","14","11–14","y","11-14 ans","1","1","Garçons/Filles",,,,,"NA",,"60","mg/jour",,,"70","mg/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for vitamin C",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3418","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Vitamin C","Vitamine C",,"Enfants","Enfants","15","17","15–17","y","15-17 ans","1","0","Garçons",,,,,"NA",,"85","mg/jour",,,"100","mg/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for vitamin C",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3418","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Vitamin C","Vitamine C",,"Enfants","Enfants","15","17","15–17","y","15-17 ans","0","1","Filles",,,,,"NA",,"75","mg/jour",,,"90","mg/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for vitamin C",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3418","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Vitamin C","Vitamine C",,"Adultes","Adultes","18","999","18–99","y","≥ 18 ans","1","0","Hommes",,,,,"NA",,"90","mg/jour",,,"110","mg/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for vitamin C",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3418","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Vitamin C","Vitamine C",,"Adultes","Adultes","18","999","18–99","y","≥ 18 ans","0","1","Femmes",,,,,"NA",,"80","mg/jour",,,"95","mg/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for vitamin C",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3418","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Vitamin C","Vitamine C",,"Femmes enceintes","Femmes enceintes","18","60","18-60","y","≥ 18 ans","0","1","Femmes",,,,,"NA",,"NA",,,,"105","mg/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for vitamin C",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3418","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Vitamin C","Vitamine C",,"Femmes allaitantes","Femmes allaitantes","18","60","18-60","y","≥ 18 ans","0","1","Femmes",,,,,"NA",,"140","mg/jour",,,"155","mg/jour","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for vitamin C",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3418","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Vitamin D","Vitamine D",,"Nourrissons","Nourrissons","7","11","7–11","mo","7-11 mois","1","1","Garçons/Filles",,,,,"10","μg/jour","NA",,,,"NA",,"NA",,"2018","EFSA Panel on Dietetic Products, Nutrition and Allergies (NDA)","Dietary reference values for vitamin D","10.2903/j.efsa.2018.5365","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4547","Les valeurs portent sur la vitamine D sous forme d'ergocalciférol (vitamine D2) et de cholécalciférol (vitamine D3). L’ajustement de l'AS pour la vitamine D suppose une synthèse cutanée minimale de vitamine D. En présence d’une synthèse de vitamine D endogène, les besoins en vitamine D alimentaire sont moins élevés, voire nuls.",,,"35","μg/jour","Update of the tolerable upper intake level for vitamin D for infants","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2018.5365","NA",
"Vitamins","Vitamin D","Vitamine D",,"Enfants","Enfants","1","3","1–3","y","1-3 ans","1","1","Garçons/Filles",,,,,"15","μg/jour","NA",,,,"NA",,"NA",,"2012","EFSA Panel on Dietetic Products, Nutrition and Allergies (NDA)","Dietary reference values for vitamin D","10.2903/j.efsa.2012.2813","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4547","Les valeurs portent sur la vitamine D sous forme d'ergocalciférol (vitamine D2) et de cholécalciférol (vitamine D3). L’ajustement de l'AS pour la vitamine D suppose une synthèse cutanée minimale de vitamine D. En présence d’une synthèse de vitamine D endogène, les besoins en vitamine D alimentaire sont moins élevés, voire nuls.",,,"50","μg/jour","Scientific Opinion on the Tolerable Upper Intake Level of vitamin D","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2813","NA",
"Vitamins","Vitamin D","Vitamine D",,"Enfants","Enfants","4","6","4–6","y","4-6 ans","1","1","Garçons/Filles",,,,,"15","μg/jour","NA",,,,"NA",,"NA",,"2012","EFSA Panel on Dietetic Products, Nutrition and Allergies (NDA)","Dietary reference values for vitamin D","10.2903/j.efsa.2012.2813","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4547","Les valeurs portent sur la vitamine D sous forme d'ergocalciférol (vitamine D2) et de cholécalciférol (vitamine D3). L’ajustement de l'AS pour la vitamine D suppose une synthèse cutanée minimale de vitamine D. En présence d’une synthèse de vitamine D endogène, les besoins en vitamine D alimentaire sont moins élevés, voire nuls.",,,"50","μg/jour","Scientific Opinion on the Tolerable Upper Intake Level of vitamin D","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2813","NA",
"Vitamins","Vitamin D","Vitamine D",,"Enfants","Enfants","7","10","7–10","y","7-10 ans","1","1","Garçons/Filles",,,,,"15","μg/jour","NA",,,,"NA",,"NA",,"2012","EFSA Panel on Dietetic Products, Nutrition and Allergies (NDA)","Dietary reference values for vitamin D","10.2903/j.efsa.2012.2813","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4547","Les valeurs portent sur la vitamine D sous forme d'ergocalciférol (vitamine D2) et de cholécalciférol (vitamine D3). L’ajustement de l'AS pour la vitamine D suppose une synthèse cutanée minimale de vitamine D. En présence d’une synthèse de vitamine D endogène, les besoins en vitamine D alimentaire sont moins élevés, voire nuls.",,,"50","μg/jour","Scientific Opinion on the Tolerable Upper Intake Level of vitamin D","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2813","NA",
"Vitamins","Vitamin D","Vitamine D",,"Enfants","Enfants","11","14","11–14","y","11-14 ans","1","1","Garçons/Filles",,,,,"15","μg/jour","NA",,,,"NA",,"NA",,"2012","EFSA Panel on Dietetic Products, Nutrition and Allergies (NDA)","Dietary reference values for vitamin D","10.2903/j.efsa.2012.2813","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4547","Les valeurs portent sur la vitamine D sous forme d'ergocalciférol (vitamine D2) et de cholécalciférol (vitamine D3). L’ajustement de l'AS pour la vitamine D suppose une synthèse cutanée minimale de vitamine D. En présence d’une synthèse de vitamine D endogène, les besoins en vitamine D alimentaire sont moins élevés, voire nuls.",,,"100","μg/jour","Scientific Opinion on the Tolerable Upper Intake Level of vitamin D","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2813","NA",
"Vitamins","Vitamin D","Vitamine D",,"Enfants","Enfants","15","17","15–17","y","15-17 ans","1","1","Garçons/Filles",,,,,"15","μg/jour","NA",,,,"NA",,"NA",,"2012","EFSA Panel on Dietetic Products, Nutrition and Allergies (NDA)","Dietary reference values for vitamin D","10.2903/j.efsa.2012.2813","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4547","Les valeurs portent sur la vitamine D sous forme d'ergocalciférol (vitamine D2) et de cholécalciférol (vitamine D3). L’ajustement de l'AS pour la vitamine D suppose une synthèse cutanée minimale de vitamine D. En présence d’une synthèse de vitamine D endogène, les besoins en vitamine D alimentaire sont moins élevés, voire nuls.",,,"100","μg/jour","Scientific Opinion on the Tolerable Upper Intake Level of vitamin D","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2813","NA",
"Vitamins","Vitamin D","Vitamine D",,"Adultes","Adultes","18","999","18–99","y","≥ 18 ans","1","1","Hommes/Femmes",,,,,"15","μg/jour","NA",,,,"NA",,"NA",,"2012","EFSA Panel on Dietetic Products, Nutrition and Allergies (NDA)","Dietary reference values for vitamin D","10.2903/j.efsa.2012.2813","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4547","Les valeurs portent sur la vitamine D sous forme d'ergocalciférol (vitamine D2) et de cholécalciférol (vitamine D3). L’ajustement de l'AS pour la vitamine D suppose une synthèse cutanée minimale de vitamine D. En présence d’une synthèse de vitamine D endogène, les besoins en vitamine D alimentaire sont moins élevés, voire nuls.",,,"100","μg/jour","Scientific Opinion on the Tolerable Upper Intake Level of vitamin D","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2813","NA",
"Vitamins","Vitamin D","Vitamine D",,"Femmes enceintes","Femmes enceintes","18","60","18-60","y","≥ 18 ans","0","1","Femmes",,,,,"15","μg/jour","NA",,,,"NA",,"NA",,"2012","EFSA Panel on Dietetic Products, Nutrition and Allergies (NDA)","Dietary reference values for vitamin D","10.2903/j.efsa.2012.2813","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4547","Les valeurs portent sur la vitamine D sous forme d'ergocalciférol (vitamine D2) et de cholécalciférol (vitamine D3). L’ajustement de l'AS pour la vitamine D suppose une synthèse cutanée minimale de vitamine D. En présence d’une synthèse de vitamine D endogène, les besoins en vitamine D alimentaire sont moins élevés, voire nuls.",,,"100","μg/jour","Scientific Opinion on the Tolerable Upper Intake Level of vitamin D","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2813","NA",
"Vitamins","Vitamin D","Vitamine D",,"Femmes allaitantes","Femmes allaitantes","18","60","18-60","y","≥ 18 ans","0","1","Femmes",,,,,"15","μg/jour","NA",,,,"NA",,"NA",,"2012","EFSA Panel on Dietetic Products, Nutrition and Allergies (NDA)","Dietary reference values for vitamin D","10.2903/j.efsa.2012.2813","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4547","Les valeurs portent sur la vitamine D sous forme d'ergocalciférol (vitamine D2) et de cholécalciférol (vitamine D3). L’ajustement de l'AS pour la vitamine D suppose une synthèse cutanée minimale de vitamine D. En présence d’une synthèse de vitamine D endogène, les besoins en vitamine D alimentaire sont moins élevés, voire nuls.",,,"100","μg/jour","Scientific Opinion on the Tolerable Upper Intake Level of vitamin D","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2813","NA",
