Classification;Name;Translated;Forms;Target population;Target population Description;From Age;To Age;Age range;Age Unit;Age displayed;Male;Female;Sex;SSI;SSI Unit;Additional information related to SSI results;AIs;AIs Unit;ARs;ARs Unit;ARs alt;ARs alt Unit;PRIs;PRIs Unit;RI;RI Unit;YEAR;AUTHOR;Scientific Opinion on DRV;DOI;Scientific Opinion AR/PRI or AI or RI LINK;Additional information related to AR/PRI or AI or RI results;Additional information 2;Criteria used to set DRVs;UL;UL Unit;Scientific Opinion on the Tolerable Upper Intake Level ;Scientific Opinion UL LINK;Additional information related to UL results;Note for the webtool developer
Vitamins;Vitamin B6;Витамин Б6;;Бремени жени;Бремени жени;18;60;18-60;a;≥ 18 години;0;1;Жени;;;;NA;;1,5;mg / ден;;;1,8;mg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;"
Dietary Reference Values for vitamin B6";;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4485;Вредностите се однесуваат на витамин Б6 во форма на пиридоксин, пиридоксал, пиридоксамин и нивните фосфорилизирани форми;;;25;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Vitamins;Vitamin B6;Витамин Б6;;Доилки;Доилки;18;60;18-60;a;≥ 18 години;0;1;Жени;;;;NA;;1,4;mg / ден;;;1,7;mg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;"
Dietary Reference Values for vitamin B6";;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4485;Вредностите се однесуваат на витамин Б6 во форма на пиридоксин, пиридоксал, пиридоксамин и нивните фосфорилизирани форми;;;25;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Vitamins;Vitamin C;Витамин Ц;;Доенчиња;Доенчиња;7;11;7–11;mo;7-11 месеци;1;1;Мажи/Жени;;;;NA;;NA;;;;20;mg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for vitamin C;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3418;NA;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Vitamins;Vitamin C;Витамин Ц;;Деца и адолесценти;Деца и адолесценти;1;3;1–3;a;1-3 години;1;1;Мажи/Жени;;;;NA;;15;mg / ден;;;20;mg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for vitamin C;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3418;NA;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;"The information ""ND"" should appear in the table of results. "
Vitamins;Vitamin C;Витамин Ц;;Деца и адолесценти;Деца и адолесценти;4;6;4–6;a;4-6 години;1;1;Мажи/Жени;;;;NA;;25;mg / ден;;;30;mg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for vitamin C;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3418;NA;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;"The information ""ND"" should appear in the table of results. "
Vitamins;Vitamin C;Витамин Ц;;Деца и адолесценти;Деца и адолесценти;7;10;7–10;a;7-10 години;1;1;Мажи/Жени;;;;NA;;40;mg / ден;;;45;mg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for vitamin C;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3418;NA;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;"The information ""ND"" should appear in the table of results. "
Vitamins;Vitamin C;Витамин Ц;;Деца и адолесценти;Деца и адолесценти;11;14;11–14;a;11-14 години;1;1;Мажи/Жени;;;;NA;;60;mg / ден;;;70;mg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for vitamin C;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3418;NA;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;"The information ""ND"" should appear in the table of results. "
Vitamins;Vitamin C;Витамин Ц;;Деца и адолесценти;Деца и адолесценти;15;17;15–17;a;15-17 години;1;0;Мажи;;;;NA;;85;mg / ден;;;100;mg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for vitamin C;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3418;NA;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;"The information ""ND"" should appear in the table of results. "
Vitamins;Vitamin C;Витамин Ц;;Деца и адолесценти;Деца и адолесценти;15;17;15–17;a;15-17 години;0;1;Жени;;;;NA;;75;mg / ден;;;90;mg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for vitamin C;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3418;NA;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;"The information ""ND"" should appear in the table of results. "
Vitamins;Vitamin C;Витамин Ц;;Возрасни;Возрасни;18;999;18–99;a;≥ 18 години;1;0;Мажи;;;;NA;;90;mg / ден;;;110;mg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for vitamin C;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3418;NA;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;"The information ""ND"" should appear in the table of results. "
Vitamins;Vitamin C;Витамин Ц;;Возрасни;Возрасни;18;999;18–99;a;≥ 18 години;0;1;Жени;;;;NA;;80;mg / ден;;;95;mg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for vitamin C;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3418;NA;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;"The information ""ND"" should appear in the table of results. "
Vitamins;Vitamin C;Витамин Ц;;Бремени жени;Бремени жени;18;60;18-60;a;≥ 18 години;0;1;Жени;;;;NA;;NA;;;;105;mg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for vitamin C;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3418;NA;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;"The information ""ND"" should appear in the table of results. "
Vitamins;Vitamin C;Витамин Ц;;Доилки;Доилки;18;60;18-60;a;≥ 18 години;0;1;Жени;;;;NA;;140;mg / ден;;;155;mg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for vitamin C;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3418;NA;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;"The information ""ND"" should appear in the table of results. "
Vitamins;Vitamin D;Витаминот Д;;Доенчиња;Доенчиња;7;11;7–11;mo;7-11 месеци;1;1;Мажи/Жени;;;;10;μg / ден;NA;;;;NA;;NA;;2018;EFSA Panel on Dietetic Products, Nutrition and Allergies (NDA);Dietary reference values for vitamin D;10.2903/j.efsa.2018.5365;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4547;Вредностите се однесуваат на витамин D во форма на ергокалциферол (витамин D2) и холекалциферол (витамин D3). При поставувањето на АI за витамин Д се предвидува минималната синтеза на витамин Д во кожата. Во присуство на ендогената синтеза на витамин Д, потребата од диететски витамин D е пониска или дури може да биде и нула.;;;35;μg / ден;Update of the tolerable upper intake level for vitamin D for infants;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2018.5365;NA;
Vitamins;Vitamin D;Витаминот Д;;Деца и адолесценти;Деца и адолесценти;1;3;1–3;a;1-3 години;1;1;Мажи/Жени;;;;15;μg / ден;NA;;;;NA;;NA;;2012;EFSA Panel on Dietetic Products, Nutrition and Allergies (NDA);Dietary reference values for vitamin D;10.2903/j.efsa.2012.2813;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4547;Вредностите се однесуваат на витамин D во форма на ергокалциферол (витамин D2) и холекалциферол (витамин D3). При поставувањето на АI за витамин Д се предвидува минималната синтеза на витамин Д во кожата. Во присуство на ендогената синтеза на витамин Д, потребата од диететски витамин D е пониска или дури може да биде и нула.;;;50;μg / ден;Scientific Opinion on the Tolerable Upper Intake Level of vitamin D;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2813;NA;
