"Classification","Name","Translated","Forms","Target population","Target population Description","From Age","To Age","Age range","Age Unit","Age displayed","Male","Female","Lytis","SSI","SSI Unit","Additional information related to SSI results","Scientific Opinion SSI LINK","AIs","AIs Unit","ARs","ARs Unit","ARs alt","ARs alt Unit","PRIs","PRIs Unit","RI","RI Unit","YEAR","AUTHOR","Scientific Opinion on DRV","DOI","Scientific Opinion AR/PRI or AI or RI LINK","Additional information related to AR/PRI or AI or RI results","Additional information 2","Criteria used to set DRVs","UL","UL Unit","Scientific Opinion on the Tolerable Upper Intake Level ","Scientific Opinion UL LINK","Additional information related to UL results","Note for the webtool developer"
"Vitamins","Vitamin A","Vitaminas A",,"Žindančios moterys","Žindančios moterys","18","60","18-60","y","≥ 18 metų","0","1","Moterys",,,,,"NA",,"1020","μg RE/day",,,"1300","μg RE/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for vitamin A",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4028","Vertės yra susijusios su vitaminu A retinolio, retinilo esterių ir A provitamino karotinoidų pavidalu.
RE: retinolio ekvivalentas. Provitamino A karotinoidų biologinis įsisavinimas yra žemesnis nei retinolio. Siekiant atsižvelgti į šiuos skirtumus, buvo įvestas retinolio ekvivalentas. Jis apibrėžiamas taip: 1 μg RE = 1 μg retinolio = 6 μg β-karoteno = 12 μg kitų karotenoidų, pasižyminčių provitamino A aktyvumu. ",,,"3000","μg RE/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","Leistinos viršutinės suvartojimo ribos  vertė yra taikoma vitaminui A retinolio arba retinilo esterių pavidalu. 
Nėra tinkamų duomenų, kuriais pasinaudojant galima būtų gauti leistinos viršutinės suvartojimo ribos vertę β-karotenui.",
"Vitamins","Vitamin B6","Vitaminas B6",,"Kūdikiai","Kūdikiai","7","11","7–11","mo","7-11 mėnesių","1","1","Vyrai/Moterys",,,,,"0,3","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Dietary Reference Values for vitamin B6",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4485","Vertės yra susijusios su vitaminu B6 piridoksino, piridoksalo, piridoksamino ir jų fosforilintų formų pavidalu.",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Vitamins","Vitamin B6","Vitaminas B6",,"Vaikai ir paaugliai","Vaikai ir paaugliai","1","3","1–3","y","1-3 metai","1","1","Vyrai/Moterys",,,,,"NA",,"0,5","mg/day",,,"0,6","mg/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Dietary Reference Values for vitamin B6",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4485","Vertės yra susijusios su vitaminu B6 piridoksino, piridoksalo, piridoksamino ir jų fosforilintų formų pavidalu.",,,"5","mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Vitamins","Vitamin B6","Vitaminas B6",,"Vaikai ir paaugliai","Vaikai ir paaugliai","4","6","4–6","y","4-6 metai","1","1","Vyrai/Moterys",,,,,"NA",,"0,6","mg/day",,,"0,7","mg/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Dietary Reference Values for vitamin B6",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4485","Vertės yra susijusios su vitaminu B6 piridoksino, piridoksalo, piridoksamino ir jų fosforilintų formų pavidalu.",,,"7","mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Vitamins","Vitamin B6","Vitaminas B6",,"Vaikai ir paaugliai","Vaikai ir paaugliai","7","10","7–10","y","7-10 metų","1","1","Vyrai/Moterys",,,,,"NA",,"0,9","mg/day",,,"1","mg/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Dietary Reference Values for vitamin B6",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4485","Vertės yra susijusios su vitaminu B6 piridoksino, piridoksalo, piridoksamino ir jų fosforilintų formų pavidalu.",,,"10","mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Vitamins","Vitamin B6","Vitaminas B6",,"Vaikai ir paaugliai","Vaikai ir paaugliai","11","14","11–14","y","11-14 metų","1","1","Vyrai/Moterys",,,,,"NA",,"1,2","mg/day",,,"1,4","mg/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Dietary Reference Values for vitamin B6",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4485","Vertės yra susijusios su vitaminu B6 piridoksino, piridoksalo, piridoksamino ir jų fosforilintų formų pavidalu.",,,"15","mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Vitamins","Vitamin B6","Vitaminas B6",,"Vaikai ir paaugliai","Vaikai ir paaugliai","15","17","15–17","y","15-17 metų","1","0","Vyrai",,,,,"NA",,"1,5","mg/day",,,"1,7","mg/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Dietary Reference Values for vitamin B6",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4485","Vertės yra susijusios su vitaminu B6 piridoksino, piridoksalo, piridoksamino ir jų fosforilintų formų pavidalu.",,,"20","mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Vitamins","Vitamin B6","Vitaminas B6",,"Vaikai ir paaugliai","Vaikai ir paaugliai","15","17","15–17","y","15-17 metų","0","1","Moterys",,,,,"NA",,"1,3","mg/day",,,"1,6","mg/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Dietary Reference Values for vitamin B6",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4485","Vertės yra susijusios su vitaminu B6 piridoksino, piridoksalo, piridoksamino ir jų fosforilintų formų pavidalu.",,,"20","mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Vitamins","Vitamin B6","Vitaminas B6",,"Suaugę","Suaugę","18","999","18–99","y","≥ 18 metų","1","0","Vyrai",,,,,"NA",,"1,5","mg/day",,,"1,7","mg/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Dietary Reference Values for vitamin B6",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4485","Vertės yra susijusios su vitaminu B6 piridoksino, piridoksalo, piridoksamino ir jų fosforilintų formų pavidalu.",,,"25","mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Vitamins","Vitamin B6","Vitaminas B6",,"Suaugę","Suaugę","18","999","18–99","y","≥ 18 metų","0","1","Moterys",,,,,"NA",,"1,3","mg/day",,,"1,6","mg/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Dietary Reference Values for vitamin B6",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4485","Vertės yra susijusios su vitaminu B6 piridoksino, piridoksalo, piridoksamino ir jų fosforilintų formų pavidalu.",,,"25","mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Vitamins","Vitamin B6","Vitaminas B6",,"Nėščios moterys","Nėščios moterys","18","60","18-60","y","≥ 18 metų","0","1","Moterys",,,,,"NA",,"1,5","mg/day",,,"1,8","mg/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Dietary Reference Values for vitamin B6",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4485","Vertės yra susijusios su vitaminu B6 piridoksino, piridoksalo, piridoksamino ir jų fosforilintų formų pavidalu.",,,"25","mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Vitamins","Vitamin B6","Vitaminas B6",,"Žindančios moterys","Žindančios moterys","18","60","18-60","y","≥ 18 metų","0","1","Moterys",,,,,"NA",,"1,4","mg/day",,,"1,7","mg/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Dietary Reference Values for vitamin B6",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4485","Vertės yra susijusios su vitaminu B6 piridoksino, piridoksalo, piridoksamino ir jų fosforilintų formų pavidalu.",,,"25","mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Vitamins","Vitamin C","Vitaminas C",,"Kūdikiai","Kūdikiai","7","11","7–11","mo","7-11 mėnesių","1","1","Vyrai/Moterys",,,,,"NA",,"NA",,,,"20","mg/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for vitamin C",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3418","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Vitamins","Vitamin C","Vitaminas C",,"Vaikai ir paaugliai","Vaikai ir paaugliai","1","3","1–3","y","1-3 metai","1","1","Vyrai/Moterys",,,,,"NA",,"15","mg/day",,,"20","mg/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for vitamin C",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3418","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Vitamin C","Vitaminas C",,"Vaikai ir paaugliai","Vaikai ir paaugliai","4","6","4–6","y","4-6 metai","1","1","Vyrai/Moterys",,,,,"NA",,"25","mg/day",,,"30","mg/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for vitamin C",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3418","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Vitamin C","Vitaminas C",,"Vaikai ir paaugliai","Vaikai ir paaugliai","7","10","7–10","y","7-10 metų","1","1","Vyrai/Moterys",,,,,"NA",,"40","mg/day",,,"45","mg/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for vitamin C",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3418","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Vitamin C","Vitaminas C",,"Vaikai ir paaugliai","Vaikai ir paaugliai","11","14","11–14","y","11-14 metų","1","1","Vyrai/Moterys",,,,,"NA",,"60","mg/day",,,"70","mg/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for vitamin C",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3418","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Vitamin C","Vitaminas C",,"Vaikai ir paaugliai","Vaikai ir paaugliai","15","17","15–17","y","15-17 metų","1","0","Vyrai",,,,,"NA",,"85","mg/day",,,"100","mg/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for vitamin C",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3418","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Vitamin C","Vitaminas C",,"Vaikai ir paaugliai","Vaikai ir paaugliai","15","17","15–17","y","15-17 metų","0","1","Moterys",,,,,"NA",,"75","mg/day",,,"90","mg/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for vitamin C",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3418","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Vitamin C","Vitaminas C",,"Suaugę","Suaugę","18","999","18–99","y","≥ 18 metų","1","0","Vyrai",,,,,"NA",,"90","mg/day",,,"110","mg/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for vitamin C",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3418","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Vitamin C","Vitaminas C",,"Suaugę","Suaugę","18","999","18–99","y","≥ 18 metų","0","1","Moterys",,,,,"NA",,"80","mg/day",,,"95","mg/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for vitamin C",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3418","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Vitamin C","Vitaminas C",,"Nėščios moterys","Nėščios moterys","18","60","18-60","y","≥ 18 metų","0","1","Moterys",,,,,"NA",,"NA",,,,"105","mg/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for vitamin C",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3418","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Vitamin C","Vitaminas C",,"Žindančios moterys","Žindančios moterys","18","60","18-60","y","≥ 18 metų","0","1","Moterys",,,,,"NA",,"140","mg/day",,,"155","mg/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for vitamin C",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3418","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA","The information ""ND"" should appear in the table of results. "
"Vitamins","Vitamin D","Vitaminas D",,"Kūdikiai","Kūdikiai","7","11","7–11","mo","7-11 mėnesių","1","1","Vyrai/Moterys",,,,,"10","μg/day","NA",,,,"NA",,"NA",,"2018","EFSA Panel on Dietetic Products, Nutrition and Allergies (NDA)","Dietary reference values for vitamin D","10.2903/j.efsa.2018.5365","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4547","Vertės yra susijusios su vitaminu D ergokalciferolio (vitamino D2) ir cholekalciferolio (vitamino D3) pavidalu. Suvartojamos normos  vertė vitaminui D nustatoma, turint omeny minimalią vitamino D sintezę odoje. Esant endogeninei vitamino D sintezei, maistinio vitamino D poreikis yra žemesnis arba net gali būti lygus nuliui.",,,"35","μg/day","Update of the tolerable upper intake level for vitamin D for infants","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2018.5365","NA",
"Vitamins","Vitamin D","Vitaminas D",,"Vaikai ir paaugliai","Vaikai ir paaugliai","1","3","1–3","y","1-3 metai","1","1","Vyrai/Moterys",,,,,"15","μg/day","NA",,,,"NA",,"NA",,"2012","EFSA Panel on Dietetic Products, Nutrition and Allergies (NDA)","Dietary reference values for vitamin D","10.2903/j.efsa.2012.2813","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4547","Vertės yra susijusios su vitaminu D ergokalciferolio (vitamino D2) ir cholekalciferolio (vitamino D3) pavidalu. Suvartojamos normos  vertė vitaminui D nustatoma, turint omeny minimalią vitamino D sintezę odoje. Esant endogeninei vitamino D sintezei, maistinio vitamino D poreikis yra žemesnis arba net gali būti lygus nuliui.",,,"50","μg/day","Scientific Opinion on the Tolerable Upper Intake Level of vitamin D","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2813","NA",
"Vitamins","Vitamin D","Vitaminas D",,"Vaikai ir paaugliai","Vaikai ir paaugliai","4","6","4–6","y","4-6 metai","1","1","Vyrai/Moterys",,,,,"15","μg/day","NA",,,,"NA",,"NA",,"2012","EFSA Panel on Dietetic Products, Nutrition and Allergies (NDA)","Dietary reference values for vitamin D","10.2903/j.efsa.2012.2813","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4547","Vertės yra susijusios su vitaminu D ergokalciferolio (vitamino D2) ir cholekalciferolio (vitamino D3) pavidalu. Suvartojamos normos  vertė vitaminui D nustatoma, turint omeny minimalią vitamino D sintezę odoje. Esant endogeninei vitamino D sintezei, maistinio vitamino D poreikis yra žemesnis arba net gali būti lygus nuliui.",,,"50","μg/day","Scientific Opinion on the Tolerable Upper Intake Level of vitamin D","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2813","NA",
"Vitamins","Vitamin D","Vitaminas D",,"Vaikai ir paaugliai","Vaikai ir paaugliai","7","10","7–10","y","7-10 metų","1","1","Vyrai/Moterys",,,,,"15","μg/day","NA",,,,"NA",,"NA",,"2012","EFSA Panel on Dietetic Products, Nutrition and Allergies (NDA)","Dietary reference values for vitamin D","10.2903/j.efsa.2012.2813","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4547","Vertės yra susijusios su vitaminu D ergokalciferolio (vitamino D2) ir cholekalciferolio (vitamino D3) pavidalu. Suvartojamos normos  vertė vitaminui D nustatoma, turint omeny minimalią vitamino D sintezę odoje. Esant endogeninei vitamino D sintezei, maistinio vitamino D poreikis yra žemesnis arba net gali būti lygus nuliui.",,,"50","μg/day","Scientific Opinion on the Tolerable Upper Intake Level of vitamin D","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2813","NA",
"Vitamins","Vitamin D","Vitaminas D",,"Vaikai ir paaugliai","Vaikai ir paaugliai","11","14","11–14","y","11-14 metų","1","1","Vyrai/Moterys",,,,,"15","μg/day","NA",,,,"NA",,"NA",,"2012","EFSA Panel on Dietetic Products, Nutrition and Allergies (NDA)","Dietary reference values for vitamin D","10.2903/j.efsa.2012.2813","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4547","Vertės yra susijusios su vitaminu D ergokalciferolio (vitamino D2) ir cholekalciferolio (vitamino D3) pavidalu. Suvartojamos normos  vertė vitaminui D nustatoma, turint omeny minimalią vitamino D sintezę odoje. Esant endogeninei vitamino D sintezei, maistinio vitamino D poreikis yra žemesnis arba net gali būti lygus nuliui.",,,"100","μg/day","Scientific Opinion on the Tolerable Upper Intake Level of vitamin D","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2813","NA",
